title,distance_to_motorway_m,distance_to_aroad_or_motorway_m,distance_to_broad_or_aroad_or_motorway_m,distance_to_public_road_m,distance_to_major_river_m,distance_to_secondary_river_m,distance_to_watercourse_m,distance_to_railway_m,distance_to_woodland_m,distance_to_offroad_cyclepath_m,distance_to_large_greenspace_m,distance_to_medium_greenspace_m,distance_to_small_greenspace_m,area_max_building_height_m,area_avg_building_height_m,area_total_building_area_m2,max_tree_height,canopy_cover,area_max_tree_height,area_avg_tree_height,area_canopy_cover,area_tree_count,area_greenspace_m2,area_private_gardens_m2,area_id,year,days_into_survey,duration,hour_of_day,avg_loudness_decibels,pedestrian_count,lawn_present,lawn_area_m2,lawn_shard_length_cm,lawn_other_species_present,wild_grass_present,wild_grass_area_m2,wild_grass_shard_length_cm,wild_grass_other_species_present,land_use
566 7,2046,420,420,31,2350,2297,934,1695,1380,207,4760,2212,0,10.9,5.3,5875,28.65,385.94,30.05,20.53,22739,273,17290,536,7,2023,67,600,16,62,10,TRUE,60,10,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
566 8,2045,330,330,120,2424,2306,919,1735,1373,127,4670,2277,49,0,0,0,0,0,31.51,22.57,15598,202,13283,0,8,2023,67,540,16,41,4,TRUE,400,25,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
569 2,2437,431,431,81,1772,1772,40,470,77,186,4552,2250,361,0,0,0,13.69,176.44,30.34,14.76,15773,183,14963,0,2,2023,92,240,18,21,2,TRUE,300,10,FALSE,TRUE,5,30,FALSE,Playing Field
569 3,2516,398,398,16,1909,1909,100,477,162,0,4759,2088,580,7.3,3.9,4671,13.31,145.69,20.93,9.19,9247,194,5514,12267,3,2023,92,360,19,42,2,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Cycle/footpath
569 4,2674,293,293,3,2006,2006,4,696,170,0,4489,2373,322,9.1,4.56,5026,21.17,394.56,23.83,9.68,13271,238,6568,14180,4,2023,92,360,19,42,3,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Cycle/footpath
569 5,2589,353,353,21,1949,1949,62,585,91,0,4619,2234,441,6.9,4,5402,9.65,285.94,30.1,9.73,9962,197,6306,14813,5,2023,92,420,19,42,0,FALSE,0,0,FALSE,TRUE,20,50,TRUE,Cycle/footpath
569 8,2410,468,468,34,1858,1858,74,306,364,0,4970,1867,782,12.1,4.39,4444,14.77,268.94,20.43,9.45,12244,204,7027,13489,8,2023,92,300,19,43.5,5,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Cycle/footpath
569 9,2372,504,504,111,1728,1728,32,388,114,194,4644,2153,434,2.8,2.45,261,12.5,152.06,30.34,13.8,13134,159,14468,0,9,2023,92,480,18,40,2,TRUE,100,20,TRUE,TRUE,100,40,TRUE,Playing Field
569 11,2481,463,463,13,1838,1838,0,487,24,95,4630,2191,451,5.5,3.41,1907,30.1,400,30.34,13.51,20439,251,17928,4799,11,2023,92,480,18,42,0,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Playing Field
580 1,816,256,256,256,2998,339,189,216,254,190,258,258,162,4.2,3.75,31,0,0,18.54,13.49,6665,122,4117,0,1,2023,64,360,16,42.5,4,TRUE,400,5,FALSE,FALSE,0,0,FALSE,Golf Course
580 2,792,165,165,165,2986,260,162,198,207,208,213,189,121,0,0,0,0,0,17.92,13.24,5861,110,4114,0,2,2023,64,360,17,43.5,6,TRUE,400,5,FALSE,FALSE,0,0,FALSE,Golf Course
580 3,846,377,377,377,3041,447,258,250,340,157,263,263,65,4.2,3.75,31,0,0,25.11,17.35,3681,55,1986,0,3,2023,64,480,16,43.5,2,TRUE,60,10,TRUE,TRUE,340,60,TRUE,Public Park Or Garden
580 4,495,127,127,127,3308,210,0,495,93,455,265,147,0,3.4,2.71,745,21.48,344.81,23,13.79,12388,157,8471,0,4,2023,64,540,16,40,20,TRUE,80,10,TRUE,FALSE,0,0,FALSE,Golf Course
580 5,746,85,85,85,3013,181,147,192,162,202,207,109,97,0,0,0,0,0,22.42,14.89,9934,134,7626,0,5,2023,64,300,17,40,5,TRUE,400,5,FALSE,FALSE,0,0,FALSE,Golf Course
580 6,658,144,144,144,3129,210,100,331,100,341,314,159,107,0,0,0,0,0,23.34,15.37,14670,196,11944,0,6,2023,64,360,17,41.5,7,TRUE,400,5,FALSE,FALSE,0,0,FALSE,Golf Course
580 7,577,204,204,204,3261,273,86,478,160,424,194,194,2,3,2.85,8,22.22,144.19,25.59,16.52,14420,160,8979,0,7,2023,64,360,16,40.5,4,TRUE,200,5,TRUE,TRUE,8,20,TRUE,Golf Course
584 11,2786,31,31,11,1263,1067,520,533,520,307,1215,1138,566,11.3,4.92,5553,23.08,146.81,24.51,12.71,11135,149,0,8886,11,2024,16,360,16,62,2,TRUE,350,10,FALSE,FALSE,0,0,FALSE,Religious Grounds/Cemetery
612 2,628,62,62,56,3353,438,167,680,219,666,254,224,138,7,5.11,4552,12.25,97.56,19.82,9.63,7398,132,3140,14398,2,2024,16,840,15,65.5,0,FALSE,0,0,FALSE,TRUE,350,80,TRUE,Brownfield
612 3,353,5,5,5,3408,113,113,558,121,322,409,30,21,7.4,4.3,487,26.1,368.69,27.53,15.26,12562,152,14123,0,3,2024,16,660,14,70.5,5,TRUE,200,15,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
612 4,444,38,38,38,3303,33,33,447,94,424,306,0,0,17.4,7.13,2008,25.93,310.44,25.93,12.97,16086,214,18445,2154,4,2024,16,660,14,64,0,TRUE,20,20,TRUE,TRUE,40,50,TRUE,Local Nature Reserve
612 5,686,39,39,39,3123,141,123,372,244,366,0,0,0,7.6,4.78,2272,28.7,400,28.7,13.67,20682,350,19438,5539,5,2024,16,420,15,62.5,5,TRUE,20,10,FALSE,FALSE,0,0,FALSE,Local Nature Reserve
612 6,482,88,88,0,3350,210,210,555,361,490,173,173,173,8.5,5.21,7968,0,0,20.54,7.73,5502,110,0,22503,6,2024,16,480,16,68,1,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Public residential
612 7,332,70,70,26,3417,5,5,561,189,318,346,0,0,8.1,4.49,2424,16.12,223.5,28.24,12.25,11183,180,15344,5802,7,2024,16,600,15,67.5,1,TRUE,20,10,TRUE,FALSE,20,50,TRUE,Local Nature Reserve
612 8,618,76,76,35,3132,3,3,280,132,280,135,8,8,17.4,6.88,3292,18.25,179.94,29.43,15.37,16733,243,13852,4179,8,2024,16,660,15,63.5,1,TRUE,200,5,TRUE,FALSE,0,0,FALSE,Local Nature Reserve
618 7,3461,48,17,17,1457,1117,353,516,814,733,1702,1218,357,9.6,5.6,10270,7.19,87.25,19.2,7.42,2728,63,0,8756,7,2024,90,360,16,61.5,13,TRUE,300,5,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
618 10,3584,197,28,20,1500,1079,419,668,879,964,1790,1361,446,13.7,4.8,8660,13.08,57.19,17.39,8.58,4314,92,0,10949,10,2024,90,300,16,69.5,7,TRUE,300,15,TRUE,FALSE,0,0,FALSE,Public residential
619 1,3363,306,80,31,1546,1104,494,769,981,1132,1876,1277,594,7.6,4.56,4671,4.24,0,21.18,10.08,6473,107,0,6623,1,2024,90,360,15,52.5,1,TRUE,300,20,TRUE,FALSE,0,0,FALSE,Public residential
619 3,3354,266,196,38,1665,972,601,642,860,1000,1983,1247,669,10.2,4.61,3946,0,0,23.01,10.87,8650,117,0,4514,3,2024,90,360,16,53,1,TRUE,350,5,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
619 4,3263,234,124,25,1519,1110,549,802,1027,1147,1933,1182,681,7.6,4.54,3872,6.11,34.81,14.77,8.44,4446,99,0,7050,4,2024,90,300,16,55.5,3,TRUE,350,5,TRUE,TRUE,20,40,TRUE,Public residential
619 5,3454,110,110,13,1733,863,611,503,712,882,2028,1297,681,10.2,4.98,11598,7.06,15.62,19.33,8.36,3214,87,0,11109,5,2024,90,360,16,63,4,TRUE,30,10,TRUE,FALSE,0,0,FALSE,Religious Grounds/Cemetery
619 7,3151,231,231,16,1482,981,684,755,999,1075,2073,1054,818,6.5,4.4,6864,9.09,0.12,15.44,7.05,2474,68,0,8088,7,2024,90,300,16,56.5,1,TRUE,300,15,TRUE,FALSE,0,0,FALSE,Public residential
619 10,3190,158,133,15,1437,1098,561,859,1091,1192,1957,1120,739,6.5,4.78,5683,9.16,44,20.99,7.34,2165,75,0,11998,10,2024,90,360,16,64,7,TRUE,200,10,TRUE,FALSE,0,0,FALSE,Public residential
633 2,2993,241,241,38,2212,2212,5,1094,789,0,3819,3027,334,6.4,4.74,5555,12.48,295.88,23.52,7.89,7755,157,7195,20604,2,2024,76,720,16,52,7,FALSE,0,0,FALSE,TRUE,100,80,TRUE,Cycle/footpath
633 12,2776,118,118,0,2003,2003,167,875,625,149,3959,2849,151,7.3,5.11,6797,12.93,16.31,20.26,7.97,6114,161,0,24715,12,2024,76,420,15,57.5,1,TRUE,20,10,FALSE,FALSE,0,0,FALSE,Public residential
654 2,1700,12,12,1,1112,324,324,160,1275,976,2702,378,232,5.8,4.54,2916,0,0,19.8,12.03,3285,42,2444,1557,2,2023,91,300,10,45.5,4,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Public carpark
654 5,1719,47,47,9,1014,279,279,112,1296,1049,2799,318,247,7.9,4.25,2528,0,0,18.86,8.65,2513,51,1366,0,5,2023,91,480,10,48,1,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Public carpark
654 6,1820,28,28,15,1152,214,214,44,1162,1083,2662,259,179,2.8,2.08,453,18.28,2.31,21.23,11.81,6396,84,6604,0,6,2023,91,360,10,47.5,0,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Brownfield
654 12,1680,152,152,8,818,187,187,98,1426,1051,2995,240,240,27.8,13.98,5942,11.61,4.62,18.17,7.79,3689,83,1746,266,12,2023,91,300,10,59.5,1,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Public carpark
661 1,1421,521,92,92,2826,1645,804,1700,1413,0,3715,2897,44,0,0,0,26.43,386.88,29.3,20.74,22512,270,16187,0,1,2024,76,420,15,58.5,8,TRUE,380,10,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
661 2,1340,585,150,124,2693,1568,670,1726,1504,0,3848,2763,0,11.9,8.11,2145,25.03,308.38,29.06,20.61,19252,190,13874,0,2,2024,76,300,14,63,13,TRUE,300,5,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
661 3,1248,630,215,43,2557,1479,536,1615,1616,0,3984,2628,0,23.8,8.11,3345,27.21,279.44,29.06,19.12,10044,120,7293,1610,3,2024,76,600,14,57,12,TRUE,50,5,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
661 4,1473,635,24,24,2794,1701,755,1814,1371,13,3754,2853,89,11.3,6.71,3517,25.69,273.69,28.25,16.71,13384,186,7926,5433,4,2024,76,480,15,59.5,8,TRUE,380,5,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
661 5,1341,445,59,59,2800,1562,791,1616,1494,0,3740,2882,76,23.3,5.61,4971,26.18,368,27.82,18.94,18279,215,9066,0,5,2024,76,360,14,62.5,8,TRUE,250,5,FALSE,FALSE,0,0,FALSE,Public Park Or Garden
661 6,1503,551,11,11,2889,1727,858,1740,1331,43,3655,2953,115,18.4,8.11,4465,28.32,400,29.3,20.15,17445,219,13454,2623,6,2024,76,480,15,63,13,TRUE,300,20,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
661 8,1476,457,28,28,2925,1693,907,1647,1363,10,3615,2999,148,23.3,8.36,6402,29.27,339.38,29.3,21.36,14494,178,10870,119,8,2024,76,420,15,65.5,1,TRUE,100,15,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
663 3,2503,420,420,99,3367,2731,216,1681,366,48,3138,3138,425,9,4.68,2539,0,0,22.84,15.05,6897,75,5958,0,3,2023,67,360,17,48,1,TRUE,300,20,TRUE,TRUE,40,50,TRUE,Public Park Or Garden
663 6,2701,408,408,83,3193,2929,34,1619,239,176,3083,3083,229,5.3,4.42,2539,6,0.69,26.84,13.78,11794,135,10173,596,6,2023,67,360,18,55,6,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Playing Field
663 7,2413,391,391,12,3441,2640,276,1718,446,0,3176,3176,515,10.2,5.6,6820,20.82,337.94,23.83,13.66,7995,105,4149,3007,7,2023,67,420,17,58.5,6,TRUE,200,10,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
663 8,2282,663,663,17,3209,2532,528,2158,820,421,3631,3131,680,13,5.09,11549,3.3,7.88,11.79,4.49,861,74,0,10011,8,2023,67,420,17,45,3,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Public residential
667 6,2813,1154,23,23,1932,1932,88,872,1159,942,3158,2625,872,11.8,6.06,10831,18.22,160.62,24.17,10.16,7793,159,0,8587,6,2024,89,420,17,61,1,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Religious Grounds/Cemetery
667 9,2722,958,112,0,1847,1847,264,781,1272,852,3313,2675,990,11.6,5.75,9881,12.02,82.12,24.5,9.42,6854,132,0,10130,9,2024,89,420,17,56,8,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Private commercial
680 3,2262,597,597,35,2868,51,51,931,821,68,988,186,180,11.4,4.92,2451,0,0,28.06,15.36,10264,143,3706,1569,3,2024,16,480,17,56,2,TRUE,350,10,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
680 5,2303,863,863,70,2650,199,199,801,802,262,1070,0,0,10.1,5.39,2363,24.83,129.94,27.04,14.15,19462,280,18964,2330,5,2024,16,480,17,59,1,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Other greenspace
680 7,1881,492,492,23,3078,10,10,1254,628,246,621,237,205,9.9,5.31,3477,24.39,395.12,24.39,8.24,6708,168,4154,5938,7,2024,16,480,17,52.5,0,TRUE,160,5,FALSE,FALSE,0,0,FALSE,Public residential
686 1,1917,165,165,9,1532,483,483,163,1046,886,2281,490,0,9.5,5.38,3945,2.74,0.62,13.44,5.29,2845,101,14565,7212,1,2024,24,600,17,52,1,TRUE,40,30,TRUE,FALSE,0,0,FALSE,Brownfield
686 4,1896,92,92,35,1394,345,345,103,1050,997,2419,356,0,13.1,4,981,11.49,118.5,18.53,6.65,5005,118,14041,53,4,2024,24,540,17,57.5,0,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Cycle/footpath
686 7,1733,4,4,4,1578,682,274,404,1267,658,2275,694,190,34.6,6.18,4961,15.07,97.81,21.26,10.08,5521,90,2450,9564,7,2024,24,360,16,72.5,5,TRUE,350,5,FALSE,FALSE,0,0,FALSE,Public residential
686 9,1768,49,49,6,1226,317,317,135,1188,989,2587,349,116,13.1,4.43,5554,0,0,19.8,9.86,4458,72,2699,3935,9,2024,24,360,17,77.5,2,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Public carpark
686 10,1582,5,5,5,1366,606,315,416,1372,722,2498,634,189,36.2,4.86,4185,16.83,109.5,28.81,10.02,4930,91,1618,2609,10,2024,24,360,16,70.5,5,TRUE,25,5,FALSE,FALSE,0,0,FALSE,Private residential
686 11,1985,93,93,15,1649,571,482,162,1008,842,2164,578,55,9.5,4.9,5445,0,0,13.94,7.87,4296,95,3657,10456,11,2024,24,480,17,50.5,2,TRUE,16,5,TRUE,FALSE,0,0,FALSE,Public residential
686 12,1900,6,6,6,1660,644,386,270,1111,741,2163,652,118,34.6,5.52,5838,10.81,36.94,22.01,10.61,3378,61,1333,11905,12,2024,24,360,17,59,4,TRUE,400,5,TRUE,FALSE,0,0,FALSE,Public residential
690 3,290,14,14,14,2125,376,189,393,2752,251,3704,2390,652,12.8,6.61,3408,14.15,140.5,23.1,12.97,9697,124,3849,1397,3,2024,24,480,14,67.5,2,TRUE,300,15,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
690 8,357,44,44,8,2203,415,126,371,2724,212,3680,2444,625,17.2,6.68,6180,20.71,185.44,23.1,13.52,5278,77,1674,1910,8,2024,24,600,14,71,12,TRUE,300,10,TRUE,TRUE,80,60,TRUE,Public Park Or Garden
690 10,159,15,15,15,1907,246,246,412,2865,240,3746,2229,736,13.7,6.91,16451,15.8,122.06,20.31,11.82,5891,71,2795,1447,10,2024,24,480,14,62,3,TRUE,100,15,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
702 1,2073,506,506,8,1429,1429,226,367,367,522,3474,1400,994,7.2,3.99,7432,19.51,56.31,22.29,8.1,9001,185,348,23898,1,2024,55,420,17,51.5,1,TRUE,200,5,TRUE,FALSE,0,0,FALSE,Public residential
713 3,2271,262,262,40,3145,189,189,1126,750,159,880,519,0,7.6,5.12,4093,26.35,400,26.58,13.5,16546,258,14341,8965,3,2023,71,480,18,43,0,FALSE,0,0,FALSE,TRUE,40,20,TRUE,Reclaimed greenspace
713 6,2256,405,405,59,3028,46,46,1042,830,17,933,377,0,7.2,5.31,1086,20.38,400,33.36,15.48,24189,373,19228,3689,6,2023,71,540,18,43.5,0,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Reclaimed greenspace
713 8,2345,58,58,23,3295,383,383,1230,694,300,880,720,150,5.9,4.89,6916,13.73,159.25,17.91,9.47,6196,144,0,7730,8,2023,71,360,17,43,5,TRUE,100,5,TRUE,TRUE,20,20,TRUE,Public residential
713 9,2480,263,263,18,3029,160,160,964,764,33,1083,534,24,10.8,5.37,2189,20.81,379.44,29.2,15.56,21655,283,19565,966,9,2023,71,360,18,44,0,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Other greenspace
713 12,2525,130,130,8,3311,505,468,1024,468,406,1044,943,375,6.9,5.45,9155,14.54,39.12,25.85,12.39,4228,59,0,5797,12,2023,71,480,17,44,3,FALSE,0,0,FALSE,TRUE,300,25,TRUE,Roadside
731 1,3248,352,352,65,2710,2710,528,247,1340,807,2271,2271,60,9.9,4.67,833,0,0,30.16,16.82,5780,118,4720,1720,1,2024,89,360,18,61,0,TRUE,400,0,FALSE,FALSE,0,0,FALSE,Public Park Or Garden
731 2,3103,225,225,84,2662,2662,610,118,1256,844,2218,2218,0,8.2,5.55,2182,18.16,81.31,30.43,15.31,9988,190,13111,552,2,2024,89,420,17,55,1,TRUE,100,10,FALSE,FALSE,0,0,FALSE,Public Park Or Garden
731 3,3362,404,404,22,2748,2748,419,303,1427,732,2246,2246,156,5.9,3.74,3554,19.54,317.44,21.88,11.8,7032,130,1558,9471,3,2024,89,360,17,64,6,TRUE,300,5,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
731 4,3217,262,262,155,2792,2792,492,158,1384,732,2170,2170,85,0,0,0,0,0,29.98,16.09,1221,46,1046,0,4,2024,89,360,17,61.5,0,TRUE,400,5,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
731 8,3288,283,283,77,2844,2844,412,183,1463,667,2142,2142,165,5.9,4.73,415,5.49,42.56,28.25,14.78,5410,82,2203,650,8,2024,89,300,17,56.5,11,TRUE,350,10,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
776 1,1475,636,636,151,4213,1173,60,1792,320,45,21,0,0,0,0,0,20.84,400,26.45,15.22,35245,451,34425,0,1,2023,71,420,16,45,1,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Local Nature Reserve
776 2,1483,847,847,97,4393,1370,46,1576,172,29,0,0,0,9.6,6.21,311,19.73,399.5,28.29,14.79,32414,396,29558,1859,2,2023,71,300,16,46,0,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Local Nature Reserve
776 3,1480,765,765,140,4328,1301,59,1670,267,41,0,0,0,0,0,0,18.6,400,26.45,15.3,35745,424,34216,107,3,2023,71,420,16,43,0,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Local Nature Reserve
776 5,1584,559,559,37,4109,1088,25,1776,250,43,117,54,0,7.5,5.14,3362,22.7,399.88,27.13,14.36,21397,259,16418,6501,5,2023,71,420,17,43,1,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Local Nature Reserve
776 9,1569,724,724,53,4270,1246,3,1643,271,21,66,24,0,9.6,5.65,3267,23.53,400,26.45,15.61,24985,312,20519,7625,9,2023,71,480,17,42.5,10,TRUE,40,20,TRUE,FALSE,0,0,FALSE,Local Nature Reserve
776 11,1475,556,556,144,4138,1094,38,1855,268,26,7,0,0,0,0,0,22.43,400,27.13,14.77,35144,473,34128,0,11,2023,71,480,16,42,0,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Local Nature Reserve
776 12,1692,760,760,10,4299,1284,145,1465,214,163,144,144,111,7.5,5.38,8540,0,0,20.27,5.98,2284,93,0,13120,12,2023,71,600,15,51,9,FALSE,0,0,FALSE,TRUE,400,30,TRUE,Brownfield
779 1,2789,453,159,85,3664,1502,78,310,603,1232,702,543,14,16.1,9.18,3574,0,0,29.62,10,7182,156,4612,0,1,2024,90,420,15,56.5,0,TRUE,20,20,TRUE,TRUE,120,50,TRUE,Reclaimed greenspace
779 4,2849,585,373,164,3491,1284,119,387,416,1019,874,746,29,1,1,33,0,0,33.41,9.03,8134,178,7972,0,4,2024,90,360,15,56.5,0,TRUE,20,20,TRUE,TRUE,200,60,TRUE,Reclaimed greenspace
779 5,2801,517,249,114,3599,1410,86,358,517,1149,778,634,5,16.1,7.94,2204,26.05,319.12,29.62,8.78,7278,178,6673,0,5,2024,90,300,15,58.5,1,TRUE,20,20,TRUE,TRUE,120,100,TRUE,Reclaimed greenspace
779 10,3003,300,216,3,3512,1458,294,126,700,1124,602,602,227,23,9.97,7124,6.72,60.19,8.68,5.08,711,93,0,0,10,2024,90,300,14,64,1,TRUE,200,5,TRUE,FALSE,0,0,FALSE,Roadside
779 11,2904,655,510,193,3377,1149,171,406,331,879,987,685,50,0,0,0,17.85,157.69,33.41,10.37,7540,116,6714,0,11,2024,90,360,15,52,0,TRUE,20,20,TRUE,TRUE,80,30,TRUE,Reclaimed greenspace
781 1,3040,316,316,77,3192,752,5,186,1351,797,621,553,197,8.4,4.53,3865,6.95,175.69,19.09,9.14,6936,127,0,50,1,2024,89,420,19,59.5,0,FALSE,0,0,FALSE,TRUE,20,30,TRUE,Cycle/footpath
792 3,3544,85,85,44,3887,3605,283,59,1308,307,1517,1517,688,7.2,3.7,7268,12.82,161.94,17.54,9.67,6809,115,5523,1641,3,2023,35,360,17,40,2,TRUE,400,5,FALSE,FALSE,0,0,FALSE,Playing Field
792 4,3833,174,33,11,3467,3467,157,336,1611,258,1096,1096,1038,10,5.8,8566,6.58,24.94,23.64,10.2,7556,156,0,13520,4,2023,35,600,16,54,2,TRUE,300,5,FALSE,FALSE,0,0,FALSE,Playing Field
792 11,3694,27,27,0,3599,3599,257,200,1599,355,1230,1230,890,9.2,4.46,8996,16.8,131.38,21.83,8.5,4681,128,0,14284,11,2023,35,420,16,48,0,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Private residential
799 1,1098,92,92,11,811,811,399,949,416,519,2891,496,247,9.1,4.21,7612,16.22,6.94,26.02,8.17,10424,241,0,19856,1,2024,55,360,16,62.5,0,TRUE,5,5,FALSE,FALSE,0,0,FALSE,Religious Grounds/Cemetery
799 9,1025,73,73,0,600,600,533,748,572,203,3212,288,0,11.6,5.61,3525,32.83,346.06,33.48,13.92,17337,256,10726,6829,9,2024,55,420,16,60,0,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Public Park Or Garden
819 1,2195,11,11,11,3994,1829,524,563,2129,1013,2870,2870,627,10.8,4.87,4740,11.09,98.44,17.33,10.21,5954,140,2642,574,1,2024,24,480,15,76.5,3,TRUE,200,5,TRUE,FALSE,0,0,FALSE,Private commercial
819 4,2222,97,97,14,3921,1661,120,234,2128,796,3127,2609,176,7.9,4.39,4394,5.93,37,23.23,7.28,4463,113,0,11876,4,2024,24,480,15,57,1,TRUE,8,5,TRUE,FALSE,0,0,FALSE,Public residential
819 5,2349,219,219,7,4060,1803,185,275,1989,897,3132,2639,191,7.9,4.53,5416,15.11,147.94,23.23,8.25,3829,86,0,10783,5,2024,24,420,16,68,12,TRUE,300,20,FALSE,FALSE,0,0,FALSE,Public residential
819 7,2142,5,5,5,3886,1671,266,401,2174,938,3131,2798,368,11.5,5.07,4924,16.01,319.44,16.64,9.21,7492,171,4554,10753,7,2024,24,360,15,66.5,0,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Roadside
819 8,2271,140,140,9,3989,1741,195,316,2061,890,3150,2674,224,7.9,4.72,5626,23.23,244.94,23.23,8.98,5275,95,0,10149,8,2024,24,540,16,67,3,TRUE,150,20,TRUE,TRUE,25,40,FALSE,Public residential
819 10,2210,66,66,13,3993,1816,472,609,2103,997,2930,2930,533,16,4.65,8059,10.86,52.31,17.33,9.26,6448,167,2269,2305,10,2024,24,420,15,61.5,2,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Private commercial
819 11,2052,55,55,27,3816,1631,295,457,2258,993,3116,2897,480,6.8,4.85,5294,13.67,149.19,16.64,9.88,4558,118,4547,13493,11,2024,24,420,15,50,0,TRUE,300,5,TRUE,FALSE,0,0,FALSE,Public residential
821 3,2672,331,331,39,3984,2446,235,341,1959,913,2139,2139,348,8.4,4.58,8681,8.2,87.62,17.42,8.31,3625,106,0,12997,3,2024,76,420,17,56,1,TRUE,10,20,TRUE,FALSE,0,0,FALSE,Public residential
821 8,2530,194,194,10,4134,2343,282,157,2149,1097,2210,2210,517,13.1,4.43,8610,8.37,63.56,25.57,7.71,4867,130,0,17352,8,2024,76,360,17,54,2,TRUE,200,5,TRUE,FALSE,0,0,FALSE,Private residential
821 11,2706,346,346,6,3962,2518,128,232,2046,1024,2040,2040,371,7.9,5,10008,0,0,20.53,7.21,2696,71,0,13053,11,2024,76,360,17,69.5,2,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Private commercial
823 1,3273,29,29,29,3484,3167,552,151,1722,870,1383,1383,441,7,4.31,4539,22.09,373.38,22.09,12.88,10721,138,9919,3661,1,2024,76,360,17,69,1,TRUE,400,5,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
823 2,3498,41,41,30,3294,3294,779,199,1505,772,1154,1154,383,8.8,5.45,12923,0,0,12.42,5.67,811,37,0,4229,2,2024,76,300,16,73,5,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Private commercial
823 7,3447,110,110,20,3414,3385,781,17,1595,905,1198,1198,566,8.8,4.45,5596,11.19,30.81,18.61,7.97,4657,112,0,7420,7,2024,76,420,16,55,1,TRUE,400,10,TRUE,FALSE,0,0,FALSE,Brownfield
823 10,3360,32,32,7,3410,3257,639,171,1638,826,1295,1295,404,11.2,5.21,10156,0,0,22.09,10.42,6160,100,5327,4542,10,2024,76,420,16,74,3,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Religious Grounds/Cemetery
830 1,1105,400,196,16,1192,1192,515,1248,834,11,2354,933,734,9.6,4.95,4249,13.96,130.25,21.79,8.75,8569,179,0,10340,1,2024,89,360,18,56,0,TRUE,350,20,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
830 4,1170,414,277,62,1214,1214,601,1289,754,50,2353,948,723,9.4,4.59,3233,20.67,172.25,22.98,10.43,11919,197,0,13562,4,2024,89,360,18,55.5,4,TRUE,380,20,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
875 2,2694,166,166,16,4871,1117,17,325,482,169,519,425,425,7,4.73,4799,0,0,17.02,8.88,4889,95,0,8317,2,2024,89,360,19,52.5,10,TRUE,400,5,TRUE,FALSE,0,0,FALSE,Cycle/footpath
875 4,2784,270,270,18,4843,1009,125,434,590,226,479,479,469,7,4.91,6914,13.13,17.38,16.21,7.86,2023,54,0,7513,4,2024,89,360,19,54.5,2,TRUE,300,5,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
